"id","course_id","question","answer","faq_position","added_date","modified_date","status","question_tag"
"10316","92","What if I want to migrate from one course to another?","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-0cd9377a-7fff-d9a9-2231-ac75dbfd201f""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Migration from one course to another is possible. Students should email their migration request to our support team at </span><strong style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">support@lawsikho.com </strong><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">within ten days from the enrollment date. </span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-e5639b77-7fff-a64c-5ae1-bdc8ae7d449f""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We will not accept any requests after ten days.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10317","92","What if I want to migrate from one batch to another batch?","<p dir=""ltr"" style=""line-height:1.38;background-color:#ffffff;margin-top:0pt;margin-bottom:12pt;""><span id=""docs-internal-guid-55178500-7fff-bd3b-6f4a-4814fdd763be""><span style=""font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Yes, you can migrate from one batch to another after paying a migration fee of INR 2000/- (or as per the prescribed fee pertaining at the time of migration) and the course fee difference between the admitted batch and transferee batch if any. If migrated, the work or assignments submitted earlier by you will not be considered.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10318","92","What if I am unable to complete the course in time?","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-f72a3ae9-7fff-7b8a-b3b0-2a2947a84488""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">A student is given a total time of 1 month from his batch commencement date to submit the minimum number of required assignments.</span></span></p>",NULL,"2021-04-12 03:34:02","2021-09-27 01:56:32","A","0"
"10319","92","Do you conduct exams after completing the course?","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-89705134-7fff-c19c-fff0-1f266f1e6680""><span style=""color:rgb(67, 67, 67); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">LawSikho conducts exams during the course duration. If the course is accredited by MEPSC, the certification test will be conducted by MEPSC after completion of the course.</span></span></p>

<div>&nbsp;</div>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span><span style=""color:rgb(67, 67, 67); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">.</span></span></p>",NULL,"2021-04-12 03:34:02","2021-09-27 01:54:46","A","0"
"10321","92","What if I can’t finish the weekly exercises?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-c84d0ea9-7fff-c256-2e8f-6e6c478d0a7c""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Weekly exercises are very important to learn the practical aspects for which you joined the course. You get sufficient time to complete those. In case you can&rsquo;t finish them within the due date, you get an extension to complete them with a deduction of a few marks.&nbsp;</span></span></p>

<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-c84d0ea9-7fff-c256-2e8f-6e6c478d0a7c""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">You will not get a LawSikho certificate if you fail to submit the required number of assignments. These are mandatory requirements for obtaining the certificate and value of the course for which you enrolled.</span></span></p>",NULL,"2021-04-12 03:34:02","2021-09-27 01:52:14","A","0"
"10322","92","Does the certificate have marks or grades mentioned?","<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:12pt;""><span id=""docs-internal-guid-d03448be-7fff-6585-8cb0-89e515ec791f""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">The certificate will have the Grade on it. If students want to know their scores, they can write to us at </span><em><strong><span style=""color:rgb(74, 110, 224); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">support@lawsikho.com</span></strong></em><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">. We will provide their scores.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10323","92","Is there any written exam at the end of the course?","<p style=""text-align: justify;""><span id=""docs-internal-guid-fe40a397-7fff-efb1-6c4a-4046345bdb55""><span style=""font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Yes, you will have to attempt just one MCQ test at the end of the course.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10324","92","What if I submit all assignments but miss the MCQ?","<p style=""text-align: justify;""><span id=""docs-internal-guid-f184d290-7fff-6162-f35e-a5bafbf17a33""><span style=""font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">You must complete the required number of assignments and the MCQ test to complete the course successfully. They are mandatory requirements. You won&rsquo;t get the LawSikho certificate if you fail to fulfil these requirements.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10326","92","What is an online Live class?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-1fc457b4-7fff-712c-9f01-5f5d767693a5""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">An online Live class is a video conference-based class that you can attend from mobile, tablet and personal computer through an application. You can see the teacher and the teacher can see you. You can even share your screen with the teacher for comments if the teacher requests it, and the teacher can show you his or her screen. You can see other people attending the class also. There is usually a lot of discussion amongst the students and teachers in the class. It is very much like a live classroom except that you do not have to travel to access the class; you can access it on the go as long as you have internet and a device.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10327","92","Can I get personal guidance in working on assignments that I find challenging?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-ad3fc298-7fff-5fc6-1b41-ceb228f76c42""><span style=""color:rgb(0, 0, 0); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">We will point you out the relevant reading material and templates and precedences you need to solve an assignment. You can also freely discuss with other students in the course WhatsApp group. You can post queries in the learning management system as well while working on assignments. During the live sessions, you can ask questions to the expert and get your issue resolved. Sometimes it may be possible to schedule a call with evaluators and discuss with them, but this is at the discretion of the evaluator and at a time of his or her convenience. We cannot handle unlimited calls with every small question. You have to respect the time and availability of the evaluators also. For that, you already have the Learning Management System and the WhatsApp group, where you can post an unlimited number of doubts.</span></span></p>",NULL,"2021-04-12 03:34:02",NULL,"A","0"
"10328","92","How is our training methodology unique and industry-proven? Is it endorsed by the legal industry in India or abroad?","<p dir=""ltr"" style=""line-height: 1.38; text-align: justify; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-3db39d3c-7fff-d9cd-0dd0-90f4632a57c7""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Our training methodology is unique. While any outside authority does not endorse it, the success of our students speaks for itself. Our methodology is described in detail in the previous questions. The legal industry loves to hire our students who have gone through the entire training we provided. Major companies have been hiring us to train their legal teams and managerial executives with cutting edge legal courses. This is proof of our success.&nbsp;</span></span></p>",NULL,"2021-04-12 03:34:02","2021-09-08 02:59:01","A","0"
"10330","92","Are there going to be classroom sessions?","<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-c244cf1e-7fff-cf03-f958-f893a0ad079b""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Yes, in all our </span></span><span id=""docs-internal-guid-ddbffa3b-7fff-e615-fdf6-46d3bfda0d99""><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">introductory</span></span><span><span style=""color:rgb(14, 16, 26); font-family:arial; font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> courses, there are live weekly classroom sessions. Apart from one session related to your course, sometimes you will be invited to attend extra free sessions on writing, networking or other relevant skills. However, the course is conducted through an online learning management system, enabling students to access study materials from anywhere in the world at their own time and convenience. Course materials will be accessible on the online learning management system, which you can assess on a laptop/desktop. You can also access the course on your phone by downloading the LawSikho app. We may upload some course materials around the time of your class about the relevant issue.</span></span></p>

<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;"">&nbsp;</p>

<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;""><span><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Live sessions on exercises shared will be conducted online every week.</span></span></p>

<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;"">&nbsp;</p>

<p dir=""ltr"" style=""line-height:1.38;text-align: justify;background-color:#ffffff;margin-top:0pt;margin-bottom:0pt;""><span id=""docs-internal-guid-c244cf1e-7fff-cf03-f958-f893a0ad079b""><span style=""font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Our experts&#39; weekly online sessions will include feedback on the previous week&#39;s exercise and explain new concepts related to upcoming exercises.</span><span style=""color:rgb(0, 0, 0); font-size:12pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">&nbsp;</span></span></p>",NULL,"2021-04-12 03:34:02","2021-09-27 02:15:34","A","0"
